temperature,308,313,318,323,328,333,338,343,,,,,,,,
length,,,,,,,,,,a1,a2,x,y,,aj,deltaj
534,0.513,0.539,0.578,0.62,0.65,0.692,0.721,0.768,,,,,,,,
535,0.419,0.452,0.485,0.531,0.546,0.587,0.61,0.64,,,,,,,,
536,0.414,0.451,0.48,0.515,0.541,0.568,0.594,0.616,,,,,,,,
537,0.432,0.474,0.498,0.536,0.569,0.588,0.621,0.657,,,,,,,,
538,0.521,0.562,0.603,0.635,0.676,0.699,0.738,0.77,,,,,,,,
539,0.499,0.533,0.573,0.612,0.635,0.679,0.702,0.735,,,,,,,,
540,0.42,0.453,0.484,0.533,0.547,0.582,0.62,0.64,,,,,,,,
541,0.489,0.537,0.58,0.63,0.654,0.686,0.711,0.744,,,,,,,,
542,0.589,0.654,0.696,0.744,0.78,0.809,0.868,0.891,,,,,,,,
543,0.583,0.642,0.678,0.727,0.769,0.804,0.84,0.885,,,,,,,,
544,0.559,0.61,0.642,0.703,0.732,0.768,0.799,0.848,,,,,,,,
545,0.562,0.608,0.645,0.7,0.719,0.757,0.781,0.819,,,,,,,,
546,0.498,0.543,0.583,0.616,0.64,0.681,0.702,0.736,,,,,,,,
547,0.532,0.599,0.626,0.671,0.703,0.733,0.785,0.816,,,,,,,,
548,0.551,0.606,0.647,0.688,0.732,0.758,0.797,0.841,,,,,,,,
549,0.529,0.568,0.619,0.64,0.686,0.716,0.748,0.77,,,,,,,,
550,0.468,0.502,0.534,0.57,0.611,0.631,0.661,0.695,,,,,,,,
551,0.427,0.465,0.495,0.538,0.563,0.591,0.619,0.651,,,,,,,,
552,0.456,0.489,0.538,0.574,0.606,0.623,0.66,0.68,,,,,,,,
553,0.461,0.497,0.537,0.571,0.606,0.631,0.661,0.686,,,,,,,,
554,0.402,0.444,0.468,0.506,0.525,0.563,0.587,0.604,,,,,,,,
555,0.341,0.374,0.393,0.431,0.456,0.477,0.496,0.517,,,,,,,,
556,0.322,0.35,0.376,0.397,0.424,0.445,0.468,0.492,,,,,,,,
557,0.325,0.352,0.374,0.4,0.426,0.438,0.461,0.485,,,,,,,,
558,0.308,0.334,0.356,0.38,0.404,0.414,0.434,0.452,,,,,,,,
559,0.289,0.306,0.322,0.348,0.369,0.386,0.4,0.427,,,,,,,,
560,0.307,0.333,0.357,0.376,0.398,0.42,0.441,0.463,,,,,,,,
561,0.34,0.368,0.396,0.422,0.447,0.468,0.489,0.512,,,,,,,,
562,0.38,0.421,0.447,0.482,0.501,0.525,0.555,0.576,,,,,,,,
563,0.466,0.505,0.532,0.576,0.604,0.629,0.653,0.677,,,,,,,,
564,0.495,0.524,0.556,0.595,0.636,0.651,0.69,0.705,,,,,,,,
565,0.418,0.439,0.468,0.495,0.522,0.544,0.564,0.583,,,,,,,,
566,0.316,0.34,0.367,0.388,0.407,0.434,0.446,0.471,,,,,,,,
567,0.338,0.369,0.394,0.424,0.446,0.471,0.488,0.511,,,,,,,,
568,0.374,0.397,0.426,0.454,0.478,0.502,0.53,0.538,,,,,,,,
569,0.372,0.398,0.425,0.453,0.48,0.505,0.524,0.545,,,,,,,,
570,0.429,0.462,0.492,0.524,0.558,0.576,0.596,0.633,,,,,,,,
571,0.444,0.478,0.508,0.545,0.565,0.594,0.614,0.649,,,,,,,,
572,0.394,0.422,0.449,0.484,0.507,0.529,0.543,0.58,,,,,,,,
573,0.324,0.347,0.369,0.393,0.417,0.435,0.449,0.471,,,,,,,,
574,0.275,0.296,0.32,0.337,0.352,0.367,0.382,0.402,,,,,,,,
575,0.241,0.261,0.277,0.294,0.311,0.325,0.339,0.359,,,,,,,,
576,0.212,0.229,0.245,0.266,0.28,0.289,0.304,0.32,,,,,,,,
577,0.223,0.242,0.259,0.275,0.286,0.304,0.317,0.33,,,,,,,,
578,0.265,0.286,0.303,0.32,0.343,0.354,0.377,0.385,,,,,,,,
579,0.293,0.313,0.335,0.356,0.373,0.389,0.415,0.419,,,,,,,,
580,0.266,0.29,0.309,0.326,0.341,0.359,0.374,0.389,,,,,,,,
581,0.229,0.242,0.261,0.276,0.288,0.302,0.316,0.331,,,,,,,,
582,0.215,0.231,0.245,0.263,0.274,0.287,0.301,0.311,,,,,,,,
583,0.227,0.247,0.256,0.276,0.291,0.303,0.314,0.33,,,,,,,,
584,0.264,0.286,0.302,0.32,0.335,0.352,0.368,0.383,,,,,,,,
585,0.291,0.313,0.335,0.356,0.368,0.386,0.402,0.416,,,,,,,,
586,0.279,0.297,0.317,0.338,0.352,0.363,0.375,0.393,,,,,,,,
587,0.252,0.272,0.29,0.305,0.316,0.333,0.347,0.355,,,,,,,,
588,0.239,0.257,0.276,0.292,0.307,0.324,0.34,0.352,,,,,,,,
589,0.27,0.294,0.313,0.331,0.349,0.367,0.385,0.398,,,,,,,,
590,0.302,0.328,0.348,0.37,0.388,0.403,0.421,0.44,,,,,,,,
591,0.325,0.349,0.37,0.397,0.414,0.434,0.45,0.469,,,,,,,,
592,0.35,0.374,0.394,0.424,0.443,0.464,0.48,0.495,,,,,,,,
593,0.298,0.317,0.338,0.355,0.375,0.392,0.403,0.419,,,,,,,,
594,0.23,0.247,0.258,0.276,0.29,0.3,0.309,0.321,,,,,,,,
595,0.198,0.213,0.224,0.238,0.247,0.259,0.271,0.28,,,,,,,,
596,0.197,0.21,0.226,0.24,0.253,0.263,0.275,0.285,,,,,,,,
597,0.207,0.22,0.233,0.246,0.261,0.27,0.283,0.298,,,,,,,,
598,0.215,0.235,0.249,0.26,0.277,0.286,0.303,0.313,,,,,,,,
599,0.235,0.253,0.271,0.287,0.304,0.315,0.334,0.343,,,,,,,,
600,0.25,0.27,0.287,0.306,0.321,0.337,0.348,0.361,,,,,,,,
601,0.241,0.257,0.27,0.289,0.298,0.313,0.323,0.333,,,,,,,,
602,0.205,0.217,0.23,0.242,0.252,0.26,0.269,0.282,,,,,,,,
603,0.163,0.17,0.178,0.188,0.198,0.204,0.214,0.221,,,,,,,,
604,0.15,0.155,0.163,0.173,0.183,0.189,0.198,0.204,,,,,,,,
605,0.156,0.162,0.17,0.179,0.188,0.196,0.205,0.211,,,,,,,,
606,0.153,0.158,0.168,0.177,0.183,0.192,0.201,0.208,,,,,,,,
607,0.155,0.166,0.169,0.183,0.193,0.197,0.207,0.211,,,,,,,,
608,0.157,0.168,0.175,0.184,0.192,0.199,0.211,0.215,,,,,,,,
609,0.159,0.168,0.175,0.185,0.191,0.202,0.209,0.22,,,,,,,,
610,0.168,0.178,0.187,0.198,0.211,0.22,0.227,0.234,,,,,,,,
611,0.216,0.233,0.244,0.257,0.27,0.282,0.294,0.303,,,,,,,,
612,0.25,0.267,0.284,0.299,0.312,0.328,0.332,0.349,,,,,,,,
613,0.222,0.235,0.248,0.26,0.273,0.285,0.293,0.304,,,,,,,,
614,0.198,0.214,0.224,0.237,0.249,0.255,0.265,0.273,,,,,,,,
615,0.197,0.212,0.221,0.233,0.246,0.254,0.262,0.273,,,,,,,,
616,0.224,0.238,0.249,0.264,0.276,0.287,0.298,0.307,,,,,,,,
617,0.212,0.223,0.235,0.247,0.257,0.268,0.275,0.285,,,,,,,,
618,0.175,0.187,0.197,0.207,0.216,0.226,0.233,0.243,,,,,,,,
619,0.179,0.188,0.199,0.21,0.22,0.231,0.241,0.248,,,,,,,,
620,0.199,0.209,0.223,0.236,0.242,0.254,0.265,0.271,,,,,,,,
621,0.178,0.188,0.195,0.206,0.214,0.222,0.233,0.241,,,,,,,,
622,0.162,0.172,0.179,0.189,0.196,0.204,0.214,0.222,,,,,,,,
623,0.166,0.177,0.184,0.195,0.202,0.212,0.22,0.226,,,,,,,,
624,0.163,0.174,0.181,0.192,0.197,0.207,0.212,0.222,,,,,,,,
625,0.159,0.166,0.173,0.183,0.19,0.199,0.206,0.211,,,,,,,,
626,0.146,0.153,0.16,0.168,0.176,0.182,0.192,0.196,,,,,,,,
627,0.136,0.144,0.151,0.156,0.163,0.171,0.175,0.184,,,,,,,,
628,0.133,0.141,0.145,0.151,0.158,0.163,0.172,0.177,,,,,,,,
629,0.129,0.134,0.139,0.147,0.153,0.156,0.166,0.17,,,,,,,,
630,0.127,0.133,0.137,0.145,0.149,0.153,0.161,0.167,,,,,,,,
631,0.131,0.138,0.144,0.15,0.156,0.161,0.167,0.171,,,,,,,,
632,0.131,0.137,0.141,0.149,0.151,0.156,0.16,0.17,,,,,,,,
633,0.133,0.139,0.144,0.15,0.157,0.16,0.166,0.174,,,,,,,,
634,0.133,0.141,0.144,0.153,0.158,0.163,0.167,0.174,,,,,,,,
635,0.133,0.14,0.145,0.151,0.156,0.16,0.17,0.173,,,,,,,,
636,0.138,0.142,0.15,0.155,0.159,0.167,0.171,0.178,,,,,,,,
637,0.137,0.144,0.148,0.157,0.161,0.167,0.171,0.175,,,,,,,,
638,0.134,0.14,0.144,0.152,0.157,0.16,0.165,0.17,,,,,,,,
639,0.135,0.14,0.146,0.151,0.157,0.162,0.165,0.172,,,,,,,,
640,0.14,0.145,0.151,0.156,0.163,0.169,0.174,0.18,,,,,,,,
641,0.147,0.153,0.159,0.166,0.174,0.179,0.185,0.191,,,,,,,,
642,0.158,0.166,0.172,0.181,0.188,0.194,0.2,0.206,,,,,,,,
643,0.152,0.159,0.164,0.173,0.178,0.183,0.189,0.194,,,,,,,,
644,0.14,0.146,0.151,0.157,0.163,0.168,0.173,0.178,,,,,,,,
645,0.146,0.152,0.16,0.167,0.172,0.178,0.183,0.189,,,,,,,,
646,0.166,0.175,0.184,0.192,0.199,0.208,0.213,0.22,,,,,,,,
647,0.168,0.178,0.187,0.194,0.203,0.21,0.215,0.221,,,,,,,,
648,0.137,0.144,0.15,0.155,0.161,0.166,0.17,0.174,,,,,,,,
649,0.127,0.131,0.136,0.141,0.148,0.149,0.154,0.158,,,,,,,,
650,0.13,0.135,0.141,0.147,0.154,0.157,0.162,0.168,,,,,,,,
651,0.131,0.137,0.142,0.147,0.153,0.158,0.163,0.168,,,,,,,,
652,0.123,0.127,0.132,0.136,0.142,0.146,0.149,0.155,,,,,,,,
653,0.117,0.122,0.124,0.13,0.134,0.137,0.142,0.144,,,,,,,,
654,0.115,0.12,0.124,0.131,0.133,0.137,0.142,0.146,,,,,,,,
655,0.115,0.122,0.124,0.132,0.134,0.137,0.142,0.146,,,,,,,,
656,0.113,0.117,0.12,0.124,0.128,0.131,0.135,0.14,,,,,,,,
657,0.108,0.11,0.113,0.117,0.12,0.125,0.128,0.13,,,,,,,,
658,0.105,0.109,0.112,0.115,0.119,0.121,0.126,0.129,,,,,,,,
659,0.106,0.109,0.112,0.116,0.119,0.122,0.126,0.13,,,,,,,,
660,0.102,0.105,0.109,0.111,0.116,0.119,0.123,0.124,,,,,,,,
661,0.099,0.1,0.105,0.106,0.109,0.111,0.114,0.118,,,,,,,,
662,0.098,0.098,0.1,0.102,0.108,0.108,0.112,0.115,,,,,,,,
663,0.096,0.099,0.1,0.105,0.106,0.108,0.111,0.117,,,,,,,,
664,0.097,0.1,0.103,0.107,0.109,0.113,0.114,0.119,,,,,,,,
665,0.104,0.107,0.109,0.112,0.117,0.119,0.123,0.127,,,,,,,,
666,0.111,0.113,0.116,0.122,0.126,0.128,0.131,0.137,,,,,,,,
667,0.114,0.117,0.122,0.128,0.132,0.134,0.137,0.142,,,,,,,,
668,0.117,0.122,0.124,0.131,0.134,0.138,0.142,0.147,,,,,,,,
669,0.12,0.124,0.126,0.131,0.137,0.14,0.144,0.148,,,,,,,,
670,0.115,0.119,0.123,0.129,0.132,0.134,0.136,0.143,,,,,,,,
671,0.115,0.118,0.121,0.126,0.128,0.132,0.137,0.14,,,,,,,,
672,0.114,0.12,0.122,0.128,0.133,0.135,0.14,0.141,,,,,,,,
673,0.121,0.128,0.13,0.135,0.14,0.142,0.147,0.148,,,,,,,,
674,0.118,0.121,0.126,0.132,0.136,0.14,0.143,0.145,,,,,,,,
675,0.118,0.124,0.127,0.13,0.137,0.141,0.143,0.148,,,,,,,,
676,0.115,0.121,0.125,0.129,0.134,0.136,0.14,0.145,,,,,,,,
677,0.111,0.118,0.118,0.125,0.128,0.132,0.133,0.137,,,,,,,,
678,0.107,0.11,0.113,0.119,0.122,0.123,0.126,0.132,,,,,,,,
679,0.108,0.111,0.113,0.119,0.123,0.126,0.128,0.134,,,,,,,,
680,0.106,0.108,0.112,0.117,0.12,0.123,0.127,0.133,,,,,,,,
681,0.101,0.104,0.108,0.111,0.114,0.115,0.12,0.122,,,,,,,,
682,0.097,0.101,0.104,0.105,0.108,0.111,0.114,0.119,,,,,,,,
683,0.098,0.102,0.105,0.106,0.111,0.113,0.115,0.117,,,,,,,,
684,0.099,0.1,0.105,0.107,0.109,0.11,0.115,0.116,,,,,,,,
685,0.102,0.102,0.106,0.109,0.113,0.113,0.117,0.12,,,,,,,,
686,0.099,0.1,0.102,0.106,0.112,0.113,0.114,0.118,,,,,,,,
687,0.095,0.096,0.099,0.1,0.105,0.106,0.109,0.112,,,,,,,,
688,0.091,0.094,0.097,0.098,0.101,0.104,0.106,0.108,,,,,,,,
689,0.09,0.095,0.095,0.097,0.099,0.101,0.104,0.107,,,,,,,,
690,0.091,0.092,0.093,0.098,0.098,0.099,0.103,0.104,,,,,,,,
691,0.09,0.093,0.096,0.096,0.099,0.099,0.102,0.105,,,,,,,,
692,0.089,0.09,0.093,0.096,0.097,0.098,0.099,0.102,,,,,,,,
693,0.088,0.091,0.09,0.095,0.097,0.098,0.098,0.102,,,,,,,,
694,0.088,0.09,0.091,0.094,0.098,0.098,0.101,0.104,,,,,,,,
695,0.092,0.092,0.093,0.095,0.098,0.098,0.102,0.103,,,,,,,,
696,0.088,0.09,0.09,0.093,0.095,0.095,0.098,0.102,,,,,,,,
697,0.086,0.088,0.091,0.091,0.093,0.094,0.097,0.099,,,,,,,,
698,0.085,0.088,0.088,0.089,0.091,0.092,0.094,0.098,,,,,,,,
699,0.087,0.089,0.09,0.091,0.095,0.095,0.098,0.102,,,,,,,,
700,0.085,0.093,0.094,0.095,0.095,0.096,0.103,0.103,,,,,,,,
